trial,nrmse,n_res,rho,density,input_scale,leak_rate,reg,washout,train_len,test_len
577,0.02054562,921,1.03225428,0.12209974,1.96391086,0.78675298,0.23959507,320,7965,7364
578,0.05612606,674,1.00984342,0.15202244,1.86741412,0.52698301,0.17627916,622,24101,2304
579,1.72555411,799,0.54604354,0.20458281,0.52956814,0.05412036,0.44737395,216,16274,5509
580,0.03064793,133,0.73897439,0.44555366,4.22713790,0.92904879,0.39798050,202,16451,5214
581,0.63620911,279,0.75067904,0.08538109,1.35097546,0.10534971,0.19030476,626,2962,3204
582,0.04644355,973,0.50340069,0.30809471,0.78910191,0.70334410,0.11296267,319,15368,6563
583,4.05508041,964,0.95190422,0.26978669,3.69899847,0.21291251,0.07780748,282,19526,2005
584,0.29277531,731,0.58148550,0.34008000,2.45874290,0.18664019,0.08549255,717,18694,6504
585,0.20562284,330,0.87113707,0.30697581,2.07547993,0.15950001,0.29959593,176,22816,2883
586,0.03140795,424,0.69216395,0.32094144,4.72393337,0.86814062,0.35720633,396,5566,5430
587,0.04128923,701,0.94580997,0.01440471,2.87850481,0.49343518,0.32137947,172,7080,3099
588,0.59597576,163,0.99204906,0.29048032,2.33237395,0.09396148,0.04687010,647,19637,6934
589,0.32469633,333,0.88994132,0.13568667,2.88348419,0.09332607,0.05589693,210,5319,6878
590,0.12673290,833,0.98227882,0.32790216,2.17402217,0.19946231,0.45057266,648,20717,2947
591,0.07450319,573,0.94214278,0.12512762,1.20051787,0.88748155,0.42607267,603,21106,2829
592,0.16325827,921,0.58153204,0.12109230,3.60598864,0.34090270,0.19520865,676,22454,2761
593,0.05799624,586,0.50563890,0.40799163,3.95990515,0.55492420,0.33245105,610,4386,5044
594,0.29654177,334,0.75576350,0.28922794,0.29459043,0.26589701,0.08191400,645,10693,4247
595,0.06552776,395,0.55388536,0.18026870,2.07246392,0.47332033,0.39191406,176,16621,3863
596,1.00090585,178,0.99639682,0.36872605,3.80656250,0.03937660,0.19712737,642,9456,3552
597,0.02979480,356,0.63960470,0.02091836,2.98128148,0.88029311,0.30043215,215,2022,3207
598,0.01925525,279,0.98502270,0.39620166,3.70181473,0.98806446,0.33188461,95,15293,6689
599,0.23628117,141,0.64739501,0.40651040,4.37243991,0.24823776,0.02324799,378,4868,3681
600,0.16369312,236,0.54453413,0.47542924,0.79090106,0.28106887,0.20325297,338,5522,2866
601,0.11796468,849,0.68380391,0.09600349,0.34769146,0.32044696,0.35948740,571,14232,6210
602,0.05346031,739,0.60521653,0.16434554,1.35490641,0.63841456,0.07933478,639,14166,2193
603,0.06083715,352,0.83201509,0.01694537,0.60330306,0.92211972,0.46240011,487,6407,5141
604,0.14274000,131,0.60205894,0.48632162,4.85116893,0.33252591,0.11911522,147,9082,4434
605,0.13528887,471,0.52089827,0.07178938,1.32574800,0.27384493,0.46398781,519,3818,4439
606,0.61551779,592,0.76682315,0.28259742,1.00144350,0.88373080,0.03332936,525,21513,4344
607,0.06262651,101,0.58689918,0.24777783,0.72196281,0.48419681,0.45933345,478,13479,5334
608,0.02866966,351,0.64062929,0.27061087,2.43633766,0.73134852,0.12654623,489,4317,4963
609,0.08556553,222,0.56654059,0.16126070,3.37098039,0.39510901,0.29015204,283,11565,6138
610,0.44348788,781,0.99327270,0.02871179,3.97953861,0.04533983,0.16321960,108,11160,7361
611,0.24892636,349,0.61993900,0.22610785,3.61808009,0.15497028,0.44093521,554,3017,3689
612,0.36889598,213,0.77757076,0.40997324,2.72920362,0.11413608,0.42021285,544,19210,6741
613,0.68125528,354,0.80717335,0.16086298,0.52932212,0.15074060,0.16474084,368,19598,6592
614,0.13228739,522,0.54002815,0.26276984,1.96619437,0.23010722,0.31632919,464,12069,5684
615,0.04975710,444,0.53866162,0.49355850,3.82267560,0.58471715,0.23045973,426,8572,6422
616,0.03202110,437,0.83189534,0.29066490,2.27974112,0.81230086,0.35658529,582,20358,6075
617,0.06501493,600,0.54436184,0.10878378,1.40002974,0.37558035,0.19333070,436,9085,6193
618,0.03788071,155,0.93538683,0.44993066,3.35789382,0.58609138,0.48348705,254,24790,5267
619,0.07698215,868,0.85896398,0.45064444,0.61297806,0.71899404,0.22370054,567,20203,3187
620,0.85384462,683,0.88423822,0.21562052,0.63424133,0.02138195,0.42820721,113,8830,4501
621,1.27979390,723,1.00597098,0.38262258,3.32499853,0.02746507,0.07524664,385,14494,4959
622,0.02874932,247,0.84136091,0.01718231,1.39165532,0.80276977,0.47940443,468,10197,4463
623,0.12686911,303,0.67987379,0.05999103,3.17798177,0.29663640,0.02960068,619,6538,5036
624,0.07487075,193,0.59752610,0.26108897,4.09516548,0.47424489,0.36130280,452,12061,5062
625,0.05501980,487,0.90795799,0.33237999,0.78931861,0.53143978,0.29250075,335,16463,4659
626,0.13512583,110,0.62210060,0.01873215,1.59253400,0.27894266,0.42199583,179,21496,6880
627,0.11901998,725,0.71849161,0.18023240,4.31860396,0.26441875,0.43941944,352,17133,5538
628,0.05640295,586,0.62791651,0.04289746,0.07367231,0.49827199,0.14008595,326,24304,6918
629,0.03988766,832,0.65809545,0.31604643,0.92728168,0.67424368,0.29454432,471,2790,6170
630,1.83035547,958,1.01135200,0.33655192,4.87172871,0.06245031,0.01810477,57,8836,5458
631,0.05406831,925,0.51300151,0.16964283,4.05534670,0.67010773,0.43753992,553,10712,3011
632,0.10449581,600,0.67551977,0.04158465,4.46967523,0.32088774,0.14325822,135,13440,3267
633,0.04864500,794,0.77432686,0.01868180,3.59967467,0.60444431,0.28541633,560,5116,3572
634,0.04118676,377,0.52042646,0.16730283,3.06800989,0.67661475,0.39013219,341,16248,3991
635,0.03332434,766,1.01205393,0.40928125,4.01781039,0.82888325,0.23720427,675,4005,2869
636,0.04111676,242,0.61181922,0.48617867,0.08012894,0.81213333,0.10006145,340,23475,6840
637,1.00827108,917,0.75361436,0.43025876,1.77848161,0.07467163,0.43244964,373,14448,3582
638,0.06358694,775,0.96323225,0.31521575,0.46415427,0.61219498,0.04405334,163,11285,4235
639,0.05601497,457,0.85653710,0.37012308,3.30354646,0.79165937,0.40311378,696,14375,3378
640,0.02485096,955,0.77780023,0.26014583,3.23346014,0.73813026,0.42163451,207,9667,3707
641,0.04202847,941,0.92318125,0.49666489,2.44183362,0.36455564,0.16148568,127,16456,4021
642,0.06950091,743,0.95939880,0.13716414,1.65836939,0.96066199,0.31491708,582,14932,3779
643,0.14656716,276,0.60516686,0.04743463,2.64040117,0.29980296,0.19373533,733,18692,2477
644,0.11044630,124,0.96419969,0.49603933,0.96929141,0.32662937,0.05560808,676,13564,4815
645,0.09383549,583,0.82617259,0.12983992,4.35998038,0.36117750,0.06516286,67,3450,5011
646,0.05356061,667,0.96452461,0.44447364,4.37439231,0.51515964,0.13301196,501,14058,2359
647,0.02975149,201,0.95119370,0.38089064,4.51330264,0.85226045,0.31678141,195,2694,3447
648,0.06528860,609,0.88958232,0.24016023,2.02611732,0.36222522,0.06954257,474,17514,5924
649,0.07589369,170,0.79785226,0.46594620,0.42975317,0.59896003,0.11498947,705,21036,3982
650,0.03053668,805,0.94460001,0.04141911,1.90753693,0.74420433,0.20958801,341,9649,3983
651,0.02458998,512,0.84650630,0.04455412,4.40008388,0.96932083,0.28498163,539,11705,3193
652,0.20636493,936,0.81959834,0.08082000,2.13789285,0.18026841,0.45605075,683,8893,2228
653,3.36858565,899,1.00892632,0.47640495,3.41309525,0.09675119,0.04844608,415,16165,4370
654,0.14836793,786,0.97540808,0.48346663,3.64436825,0.19655876,0.26666247,720,12725,5151
655,0.08056997,875,0.78331789,0.40273123,3.02371405,0.32838462,0.24976770,261,23794,5766
656,0.97355189,398,0.87992220,0.41692055,0.27568270,0.17932965,0.05325701,486,20855,2784
657,0.09056332,666,0.66556823,0.11074579,1.93358390,0.36163742,0.43677030,381,9471,3712
658,0.12099336,477,0.89895892,0.30454777,3.92439834,0.37546078,0.48451604,749,22972,2335
659,0.45651480,760,1.04081075,0.03914303,0.11030686,0.23117271,0.20712537,435,10151,6978
660,0.05476060,931,0.62634171,0.04788129,0.72242219,0.58477101,0.29504880,709,9335,3912
661,0.29427915,603,0.73208188,0.15123956,2.24576392,0.11994887,0.43394875,429,4498,7186
662,0.11866457,560,0.73638840,0.09232507,4.23320148,0.20758241,0.32508841,215,12714,6227
663,0.58237699,390,0.82004586,0.42589673,4.18300358,0.45089369,0.09474413,706,22609,2031
664,0.06424968,360,0.98395671,0.10203768,2.92310655,0.42191257,0.37852132,200,12460,3615
665,0.03504718,383,0.78472993,0.04058878,1.76267108,0.59221183,0.44395580,316,14189,6977
666,0.05866275,350,0.58150404,0.46224353,0.66688853,0.72541014,0.17602633,720,10941,5294
667,0.07933868,727,0.94111024,0.26335485,3.06551721,0.24184332,0.29080653,190,9792,5894
668,0.06775462,835,0.95178938,0.05117435,4.63796445,0.85451124,0.46564556,64,15811,2753
669,0.14427815,368,0.65398720,0.05682450,0.50896437,0.92023183,0.06064731,323,18459,2240
670,0.08115643,982,0.76106829,0.20265539,1.05485072,0.77773892,0.40713576,505,23580,2567
671,0.03386581,537,0.66159645,0.25100684,4.63828675,0.80169798,0.33000344,627,11377,4275
672,0.09091138,451,0.83841500,0.17715988,0.30780741,0.67322831,0.02385343,554,19831,4313
673,0.03717346,169,0.86152801,0.45573758,1.28274053,0.57793964,0.24693549,584,12792,6302
674,0.17805337,825,1.00165256,0.32701005,3.48430848,0.12537451,0.12894677,164,12803,5964
675,0.07160382,683,0.64083382,0.19282098,3.99873271,0.46801193,0.17683181,662,17365,5910
676,0.03010283,636,0.92803073,0.23821979,3.38663961,0.53963330,0.44897851,212,14883,6030
677,0.03288314,860,0.67121190,0.40154933,1.44436674,0.56456429,0.31600596,382,9230,5911
678,0.65554133,357,1.02037215,0.24718877,0.06776532,0.18911473,0.21353992,345,17697,2061
679,0.02633332,427,0.99272341,0.42657949,3.08038810,0.95631053,0.24371796,371,19870,3497
680,0.09778534,649,0.62903243,0.42481818,0.24863972,0.33135978,0.16994080,429,17089,5311
681,0.07666035,611,0.63134196,0.19621527,3.10222799,0.40960447,0.21925135,218,7050,4414
682,0.03355535,177,0.86163552,0.18776910,2.06021764,0.73138584,0.46299436,418,19779,5869
683,0.88388624,978,0.51160972,0.33896061,0.71060067,0.11204799,0.41005185,215,13185,5115
684,0.06146966,947,0.92754490,0.02447373,0.58011349,0.74214582,0.14885850,677,3712,3751
685,4.40891334,925,0.87082019,0.01247309,2.08292195,0.41595818,0.01477713,537,10120,2187
686,0.05940033,159,0.84536831,0.34866079,2.30037857,0.98861756,0.07350696,633,21550,2126
687,0.72179172,575,0.78119969,0.44530937,3.07564536,0.03235092,0.39893461,150,3384,2914
688,32.24101353,816,1.02823321,0.13120105,1.56911331,0.10415294,0.01025203,624,15832,7451
689,0.14140225,753,0.99158402,0.27349407,1.63279915,0.22890617,0.46560599,609,20042,2902
690,0.38530645,814,0.82742886,0.36939108,0.85847591,0.17203127,0.34931070,516,15285,4416
691,0.26522773,749,0.91459158,0.30340803,1.05152260,0.25229268,0.40371944,562,24709,3888
692,0.13383654,747,0.92691885,0.47850373,4.51443735,0.24878100,0.09502416,421,17768,4388
693,0.02864205,413,0.95989007,0.14417928,2.22546078,0.63924262,0.34109290,376,10460,5660
694,0.02923321,703,1.00121459,0.41734310,4.03427211,0.87654379,0.14012386,400,16490,6861
695,0.39339772,407,0.88191958,0.24048816,3.08840233,0.07293831,0.30190507,511,4171,6698
696,0.36307061,727,0.86614799,0.02189333,2.83860865,0.51716771,0.06224877,447,24445,5193
697,0.06608152,949,0.72106757,0.17559451,4.37342762,0.53181735,0.30331510,391,2192,2301
698,0.69084833,944,0.75540692,0.36381264,1.33884868,0.32042731,0.07318790,528,18860,3800
699,0.11969119,856,1.01531941,0.11185284,3.95633941,0.68952702,0.10345891,319,22753,6287
700,1.23263844,275,1.03655552,0.01278932,0.59776237,0.10803571,0.10208619,475,17883,6435
701,0.06758792,913,0.90482719,0.20330488,3.98759117,0.31398007,0.32178331,317,9416,6235
702,0.04679730,732,0.78794123,0.18688194,1.56591466,0.90787507,0.29462766,476,9242,4673
703,0.06438644,202,0.50153893,0.28574027,2.55663848,0.54770333,0.32664503,324,17958,5711
704,0.14134749,324,0.94906755,0.29071322,0.09040084,0.39062164,0.32024423,215,21976,2177
705,0.03435004,904,0.54756243,0.43889761,3.27039476,0.62874043,0.39448990,266,21173,7163
706,0.05918079,855,0.70839761,0.22844219,1.19157106,0.88875171,0.20997773,265,5434,4137
707,0.03999863,145,0.83372342,0.41118120,2.91694220,0.71006985,0.29781450,747,15882,3340
708,0.03567023,865,1.02749490,0.16174097,2.72121161,0.43909757,0.16758017,333,7757,3629
709,0.08708679,661,0.52973036,0.31676480,1.73525964,0.34377944,0.33767038,722,4817,6943
710,0.08400921,271,0.83532211,0.02646969,2.09784081,0.29480105,0.07434500,327,9022,6482
711,0.03907467,951,0.71380929,0.18578486,1.55706579,0.46220832,0.48123665,564,23783,7121
712,0.29896886,583,0.83440359,0.46929124,2.66795342,0.16077025,0.08726416,200,9808,5905
713,0.11947137,520,0.72976913,0.44176073,0.16052583,0.91653624,0.20315788,643,20112,2468
714,0.04150299,343,0.80618639,0.37945401,3.26050481,0.76976580,0.15899331,512,7153,4802
715,0.02881745,113,0.70133271,0.34596357,4.76538372,0.75102888,0.21992662,726,22796,6278
716,0.02568391,507,0.62226291,0.20286295,4.43782274,0.87992851,0.20584314,241,5899,4834
717,0.11239334,990,0.90483975,0.33611127,0.13195434,0.69896120,0.31943148,629,17256,2953
718,0.15076598,353,0.88610757,0.33324263,1.48839797,0.25373164,0.37246826,283,13996,2319
719,0.02381998,619,0.98634015,0.48087312,4.42700291,0.84324677,0.33325112,437,8932,7206
720,1.05175386,632,0.97427411,0.13134043,4.49995582,0.01378931,0.14762873,165,18725,4337
721,0.10431708,224,0.94097562,0.34405149,0.48464742,0.80523046,0.03384871,310,16955,3032
722,0.25342416,414,0.70457670,0.37643924,3.09251287,0.11002224,0.43008240,222,23561,4998
723,0.06057302,814,0.74675371,0.06714403,0.55380346,0.60131581,0.24088128,732,8232,5042
724,0.12540058,546,1.00627758,0.19594016,1.13248539,0.39257677,0.19017662,332,16088,2641
725,0.07059819,774,0.93906612,0.48465253,1.33992602,0.89974880,0.11747372,367,10987,5188
726,0.06150030,125,0.84081691,0.40481224,4.55464340,0.57317371,0.29992284,653,17057,4281
727,0.22122916,836,0.63220536,0.39915376,1.05387586,0.16520082,0.44657636,374,22751,5323
728,0.03037856,793,0.69584226,0.05319150,3.90353182,0.85984528,0.26957478,489,24782,2277
729,0.02365570,798,1.00719134,0.15096497,3.34222204,0.63522511,0.30069013,199,6778,5547
730,0.09462176,790,0.54867321,0.39530521,2.91613325,0.39768653,0.25400253,198,23987,4640
731,3.73410817,312,1.04552304,0.35226671,3.88301043,0.95074514,0.00070068,183,11530,3356
732,0.02444524,994,0.85061284,0.46637011,1.07318096,0.68326225,0.27203037,199,7723,5395
733,0.05361548,137,0.67247020,0.12348647,3.70391462,0.55240631,0.22556098,172,17969,2988
734,0.10446454,264,0.62284206,0.04642279,3.60831378,0.30347856,0.10586150,260,8886,3707
735,0.03149999,227,0.53894291,0.29207294,3.00981227,0.78512240,0.16677061,95,17673,5275
736,0.02856900,575,0.58467974,0.35265683,2.24748751,0.72345676,0.23136326,484,12157,5622
737,0.08720575,586,0.66479170,0.45635349,4.21829499,0.48754795,0.37345337,513,10362,3374
738,0.06768760,190,0.97304974,0.07943934,2.98162107,0.69268245,0.11100521,147,20263,3445
739,0.06022691,738,0.78681840,0.27223905,2.17058402,0.36513298,0.38686720,569,20113,5580
740,0.95048020,545,0.72334562,0.07590422,1.65286254,0.13925163,0.15925228,453,7442,2304
741,0.31871671,898,0.92878706,0.01415408,0.23649590,0.26412180,0.25781055,747,9064,7326
742,0.05785088,717,0.67599475,0.13736873,0.47780010,0.49469463,0.06168093,101,11399,7470
743,0.02872968,501,0.75605233,0.49188153,2.75394669,0.89708786,0.39766335,60,15973,6308
744,0.02780216,294,0.72312080,0.03023959,2.06677584,0.62082626,0.10153394,454,6618,3013
745,0.79679314,513,0.56326013,0.09345973,0.99278667,0.22972083,0.05090407,148,9742,7453
746,0.42906730,543,0.61882306,0.34438840,1.42300283,0.14784755,0.33241757,402,14003,4039
747,0.01964122,463,1.04749235,0.08692257,2.85843495,0.83274015,0.19682180,95,7150,6246
748,0.02454675,900,0.69416969,0.41188263,1.47093560,0.92397915,0.22176896,554,6605,5574
749,0.08818531,228,0.70130641,0.18143333,2.02227567,0.58513390,0.05047735,358,24312,4882
750,0.05069622,315,0.52819638,0.19629031,0.66133897,0.76051895,0.33423096,98,5742,6353
751,0.03139918,589,1.04707103,0.30615019,2.83293011,0.89143304,0.33036567,142,18562,4949
752,0.07030657,124,0.82820688,0.30288339,4.86308064,0.65984924,0.12742407,128,21969,2988
753,0.04628473,179,0.71238389,0.26715130,1.63980536,0.64241142,0.39379160,685,3368,3853
754,0.08212988,765,0.82166216,0.27613183,3.45745737,0.37221310,0.10232083,631,14372,2421
755,1.08366829,450,0.98477847,0.24901485,4.66603230,0.72062131,0.03802409,199,23436,2550
756,0.46055772,809,0.98509274,0.10389569,1.36345472,0.10721379,0.12302425,86,7892,7013
757,0.07131687,463,0.76378984,0.22664421,4.43557138,0.34605743,0.45128928,419,17905,6508
758,0.02017417,775,0.77671920,0.48313952,4.56371387,0.96361317,0.13873590,229,11109,5105
759,0.02492735,987,0.88192903,0.27630306,2.86720224,0.89156609,0.26988224,440,9209,6137
760,1.34035063,822,0.67175001,0.08854306,3.40876639,0.06104104,0.19928265,256,15911,2443
761,3.23326268,642,0.54814890,0.36043887,4.07413795,0.01080585,0.26693703,645,24178,2560
762,0.05638368,894,0.64290948,0.32439219,4.11865532,0.74441370,0.08849908,360,7196,2686
763,0.10647351,444,0.67618336,0.34714858,1.00650578,0.98477074,0.28148633,193,23259,4623
764,0.06754695,700,0.67149740,0.17631950,1.42870271,0.48553959,0.09048660,671,18040,2237
765,0.03552499,795,0.76842411,0.20481834,2.93346204,0.66597474,0.43781356,446,24570,6547
766,0.04318612,872,0.96539123,0.49061706,4.12670715,0.95174148,0.06317736,488,7132,6630
767,0.01916250,633,0.75630349,0.23279752,3.63243802,0.76954529,0.23526283,336,22413,5292
768,0.07052005,121,0.50052560,0.48540943,2.79624806,0.54037730,0.42447264,89,20010,5064
769,0.09452965,637,0.66175535,0.41665411,3.17468218,0.38921963,0.28037692,256,12864,6938
770,0.07410497,329,0.76960482,0.41875254,3.02628718,0.37645638,0.34429598,442,4185,4593
771,0.15033723,106,0.68701705,0.17661632,1.87168348,0.25937131,0.46322148,94,3603,2634
772,0.06207896,502,0.53493723,0.08753898,1.36009258,0.46503791,0.34441842,468,16990,6601
773,0.05556966,823,0.67525894,0.06756494,2.41580387,0.83281688,0.26794209,364,8886,2187
774,0.03559154,630,0.77376810,0.01252484,2.94131074,0.72266892,0.33211511,376,24958,3225
775,0.04565614,257,0.71573737,0.13365783,0.15675072,0.86060026,0.10749096,426,8646,7454
776,0.07950933,891,0.99411656,0.20154310,0.36646635,0.84972642,0.38463397,645,13225,5814
777,0.02568093,506,0.84064974,0.12002101,3.18073186,0.96141793,0.18594853,591,2200,5336
778,0.07650910,551,0.75223287,0.04782819,2.03995739,0.37451184,0.34478530,352,12654,6392
779,0.06969835,256,0.92275250,0.29059803,1.98582754,0.43456261,0.41819771,522,2669,5001
780,0.30089649,568,1.03458978,0.41934583,1.83943765,0.92323879,0.20685978,393,20306,5076
781,0.13468584,141,0.81804158,0.19302464,2.88902212,0.31053279,0.19626766,235,23420,2077
782,4.42240323,918,0.63156372,0.18492423,4.90915380,0.86319965,0.02715467,749,21318,5261
783,0.08605494,845,0.64153492,0.41054677,4.22392822,0.42442086,0.14690308,624,11669,3115
784,0.14307309,364,0.94457621,0.36625513,0.26636226,0.41595131,0.24459303,243,23728,6418
785,0.06184522,855,0.66277023,0.15533640,2.40844723,0.44018011,0.39953250,292,15218,7268
786,0.30292687,539,1.01493968,0.42837362,4.75084819,0.13339290,0.06927172,532,3368,3257
787,0.06638350,959,0.83372998,0.33824182,0.83973189,0.38695668,0.38623819,357,20311,7191
788,0.03526442,196,0.66768852,0.37624207,2.08292618,0.66008517,0.19234552,201,4809,6283
789,0.20632413,410,0.80189500,0.45985081,2.61071953,0.12335810,0.48146327,360,14574,6841
790,0.34515371,925,0.82782691,0.41161120,3.90602341,0.02945268,0.17434324,68,16774,5210
791,3.95572257,431,0.77370554,0.48940740,0.56685353,0.03512073,0.37153586,527,15194,3206
792,0.04579704,372,0.84301694,0.31782533,1.26644004,0.84135187,0.33109030,338,19867,4421
793,0.05693534,403,0.89817113,0.26692994,0.48983021,0.68940797,0.32615715,129,14442,7011
794,0.27156186,327,0.76902511,0.14183219,2.99190742,0.16461375,0.39501307,714,7677,2903
795,0.02109219,740,0.95712921,0.05517138,4.19256475,0.85858937,0.33992464,546,9120,6782
796,0.04876773,258,0.99358318,0.32844842,0.83938234,0.88955761,0.40263536,249,17321,5040
797,0.75885836,792,0.95637357,0.14622603,1.58257522,0.22134429,0.05866556,72,13329,3269
798,2.51611090,915,0.98747072,0.11075141,0.77296071,0.04437625,0.25529297,128,16272,6565
799,0.02271308,572,0.56357678,0.32012616,3.43537410,0.98823497,0.36129120,410,19436,6520
800,0.56636045,783,0.67724324,0.21058735,1.33888300,0.48755136,0.01915034,474,18708,6385
801,0.05378212,492,0.69046421,0.08254727,3.79981380,0.60282849,0.17190313,92,18651,3131
802,0.02869653,340,0.84580571,0.26502603,4.08649111,0.77363765,0.35629371,199,11547,4801
803,0.08067067,337,0.76673330,0.23722205,3.70292029,0.40079012,0.43825899,66,10775,4798
804,0.05479643,121,0.60823315,0.09371555,0.98130638,0.63261633,0.20707148,552,10425,3481
805,0.05091766,513,0.71214332,0.04994795,3.58201294,0.59655244,0.29258984,721,15836,2998
806,0.02206038,842,0.86016027,0.44835983,1.29753410,0.76980060,0.20011832,443,2518,7041
807,0.35712216,410,0.62356545,0.46067852,0.59505462,0.20277015,0.41104423,630,16735,2203
808,0.14835114,672,0.52650957,0.22183150,0.10163368,0.28275954,0.18353948,69,2419,3581
809,0.04502089,449,0.59616296,0.17060974,0.45008342,0.69227338,0.31767970,571,12277,6854
810,0.16553051,904,1.03043120,0.12352739,2.14953645,0.14619735,0.31700714,652,10041,5960
811,0.15846364,419,0.58488963,0.38675512,0.12773337,0.18469507,0.12097807,86,17563,5785
812,0.08171011,212,0.76468128,0.49670477,1.27373037,0.27661104,0.28010854,436,15944,6768
813,0.06522734,651,1.02194909,0.06403460,1.05556927,0.93098701,0.34551565,93,9948,6218
814,0.06128155,487,0.76758025,0.09462058,0.80248815,0.42173883,0.45466960,442,19429,2925
815,0.36569499,738,0.52081292,0.43787747,2.69777787,0.20168469,0.04296844,312,6824,3517
816,1.27717292,880,0.95773339,0.19728296,3.26614480,0.25202044,0.03692892,680,24936,6521
817,0.04387925,492,0.95435229,0.44061263,3.13798095,0.74662982,0.18572165,681,12387,4664
818,0.07864670,974,0.97572659,0.01006137,3.30170877,0.30879049,0.40970823,78,13019,3033
819,0.03083860,429,0.89632033,0.27469568,4.78033614,0.71045051,0.24374062,485,17496,7210
820,0.05908398,871,0.73402980,0.02801288,1.52406699,0.97930993,0.48043659,661,12599,7077
821,0.34836977,186,0.93476053,0.02585515,2.25053120,0.12411102,0.13741267,411,19037,2612
822,1.89059464,605,0.62051803,0.10437249,1.97758723,0.10201858,0.03427515,474,22549,7069
823,0.06027312,496,0.81944905,0.12764113,4.41466460,0.46249511,0.14169837,167,6315,2757
824,1.02056286,317,0.86990454,0.35696415,1.72406006,0.21204326,0.02217178,251,8983,4438
825,0.09952765,983,0.89132554,0.29534388,1.37404102,0.28088609,0.09671341,402,8488,4034
826,0.07370923,399,0.67307577,0.31304467,4.09821220,0.44694847,0.46262952,741,23605,3455
827,0.13447512,752,0.58761885,0.10128294,4.34797790,0.30595541,0.09306053,166,12716,4109
828,0.07003444,289,0.98704226,0.45891509,1.14396862,0.39722562,0.33719125,370,18105,7024
829,0.04226638,651,0.75726821,0.13082449,0.61243950,0.60459884,0.18412947,735,19245,2659
830,0.07086163,719,0.83067658,0.40892275,0.84184033,0.68351554,0.49566217,349,21211,2399
831,0.08341551,856,1.01667940,0.11172024,1.60298950,0.37825003,0.13138195,452,18782,2315
832,0.07141107,211,0.64573201,0.36500981,3.86683902,0.66803083,0.47997504,384,11624,2308
833,0.14960429,887,1.01022512,0.34294695,4.76305846,0.79487330,0.23570311,603,9371,2438
834,0.34517288,553,0.51834344,0.27790238,3.77340539,0.14299331,0.27204324,136,11971,4533
835,0.02260257,637,1.04426576,0.15372752,4.73641517,0.79420599,0.27751294,610,23506,6325
836,0.02502566,293,0.89436960,0.12191238,2.69101775,0.87336303,0.39298491,537,18233,2664
837,0.03693469,567,1.01454720,0.05812889,2.20792512,0.48106835,0.18227162,158,21862,6197
838,0.26184482,219,1.00876660,0.02043461,4.18508270,0.06160008,0.14972299,533,3178,6249
839,0.16503813,941,0.90699776,0.24990641,3.03718881,0.18517680,0.14548587,607,19837,3335
840,1.57835106,883,0.73210680,0.14302230,0.38077131,0.08791544,0.16860802,629,15959,5942
841,0.12059979,455,0.71229971,0.42757724,1.98559035,0.24056654,0.26211441,738,3763,4976
842,0.15195179,925,1.01203743,0.41459386,2.64165979,0.26116480,0.32096775,78,21836,2225
843,0.25573839,657,0.90732947,0.41882488,0.08317020,0.09776158,0.44034386,51,6825,5233
844,0.02922503,366,0.50701879,0.27310824,2.69585516,0.95653658,0.29872074,734,12477,4932
845,0.27628579,326,1.01631532,0.48546145,1.76075996,0.12500409,0.41183627,67,14734,5551
846,0.02978508,804,0.85776148,0.08867582,2.35218674,0.70030193,0.40338496,714,12909,3054
847,0.36771468,137,0.86787822,0.20442456,0.32509141,0.27983766,0.01837509,177,4224,6580
848,1.62070407,437,0.63352983,0.10420843,1.75751997,0.89709035,0.00679125,323,23026,2320
849,0.07931030,470,0.84374172,0.33981580,4.33225539,0.29383531,0.32113583,195,14709,2407
850,1.43733680,411,0.86445452,0.15588686,3.05496355,0.45849118,0.00325928,328,8563,5878
851,0.02994706,136,0.54980608,0.37702148,3.77604710,0.87661229,0.32162610,715,8057,5043
852,0.03783613,749,0.53949106,0.23146640,4.80641896,0.71505242,0.32669237,380,4988,6456
853,0.17680721,140,0.92639179,0.19725677,1.57966534,0.23348957,0.12696102,111,24886,6659
854,0.06933872,110,0.84994372,0.44424372,0.98312329,0.50141540,0.11965455,381,23242,2170
855,0.04754403,218,0.82270579,0.02838991,2.12339121,0.47936210,0.37537878,635,11720,7395
856,0.08581140,135,0.53611296,0.41170340,3.85677095,0.55667768,0.22384246,247,20121,4114
857,0.50066650,225,0.69689806,0.37096438,0.35422068,0.14469969,0.10311468,414,18467,7059
858,0.07432059,752,0.76530921,0.29947970,1.98946446,0.96507163,0.21902621,662,24297,2242
859,0.02285104,911,0.99880029,0.09050578,3.12598328,0.69938077,0.19144223,235,14015,4203
860,0.29464207,690,0.79867838,0.14069575,2.94540413,0.15427389,0.10056714,88,11123,6690
861,0.03870059,403,1.00308590,0.47673958,1.05854498,0.65821353,0.36551013,213,23007,3588
862,0.19877347,189,0.72424530,0.30253509,3.71099446,0.15381757,0.30754087,100,19080,5764
863,0.02878019,423,0.52608310,0.42842876,1.77803968,0.83760221,0.30697557,519,10858,5499
864,0.05563695,399,0.51369420,0.04808590,1.97383842,0.47004338,0.30366004,559,21314,5509
865,0.06144199,639,1.01558548,0.30767396,0.36010631,0.75242173,0.35213350,485,4710,5997
866,0.03084046,971,0.58939550,0.16138042,3.39428815,0.68422966,0.18976300,440,8828,4796
